"","name", "dam", "sire", "sex", "year"
"883","Airdrie Fyreside Aidan","Ceridwyn Megan Of Becmar","Foxfyre Flame"," Female", 1981 
"884","Airdrie Gehl's Second Chance","Northwood Airdrie Smalltalk","Phi-Vestavia Evan Evans ROMs"," Female", 1995 
"885","Airdrie Hanky Panky","Airdrie Northwood So Fine","Airdrie Almost An Angel"," Male", 1993 
"886","Airdrie Hoover Doover","Airdrie Angel Wings","Kentwood Owain"," Male", 1994 
"887","Airdrie I'm No Angel","Airdrie Country Althea Rosea","Kennebec Ice Anchor ROMg"," Male", 1991 
"888","Airdrie Ice Angel","Airdrie Country Althea Rosea","Kennebec Ice Anchor ROMg"," Female", 1991 
"889","Airdrie Improv Milestones","Airdrie Pretty in Pink","Phi-Vestavia Stork Drop"," Male", 2003 
"890","Airdrie In The Buff","Airdrie Ice Angel","Kentwood Owain"," Female", 1997 
"891","Airdrie Ivy League","Airdrie Ice Angel","Kentwood Owain"," Male", 1997 
"892","Airdrie Jive Talkin","",""," Female", 1987 
"893","Airdrie JP Morgan Super Nova CDX TDX","Airdrie Country Holiday","Airdrie Agwop Northwood Kodi"," Male", 1986 
"894","Airdrie Just Do It","Airdrie Jive Talkin","El Bandido Azul"," Female", 1992 
"895","Airdrie Karina Miss Behavin","Airdrie Fantasia","Davenitch Clean Sweep ROMb"," Female", 1991 
"896","Airdrie Kissed By A Rose","Sunset's Winston Airdrie","Airdrie Northwood Archangel CGC"," Female", 1995 
"897","Airdrie Lor J Day Tripper","Airdrie Evening Shade","Airdrie Northwood Archangel CGC"," Female", 2000 
"898","Airdrie Lorj Blu Mousse AM CAN CD","Agawop Baldons Playin Possum","Airdrie Blue Dhevil"," Female", 1987 
"899","Airdrie Northwood Archangel CGC","Airdrie Country Althea Rosea","Kennebec Ice Anchor ROMg"," Male", 1991 
"900","Airdrie Northwood Hunter","Northwood Airdrie Smalltalk","Joseter Joson ROMg"," Male", 1992 
"901","Airdrie Northwood Mr Mayor","",""," Male", 1994 
"902","Airdrie Northwood Neeka","Northwood Airdrie Smalltalk","Joseter Joson ROMg"," Female", 1992 
"903","Airdrie Northwood Nevada","Northwood Airdrie Smalltalk","Phi-Vestavia Evan Evans ROMs"," Male", 1995 
"904","Airdrie Northwood Nomad","Northwood Airdrie Smalltalk","Joseter Joson ROMg"," Male", 1992 
"905","Airdrie Northwood So Fine","Airdrie Country Althea Rosea","Kentwood Luc ROMg"," Female", 1987 
"906","Airdrie Pretty in Pink","Kennebec Red Oak Ruffian","Kentwood Owain"," Female", 2001 
"907","Airdrie Pure Poison","Airdrie Fantasia","Kennebec Scarlett's Hue ROMb"," Female", 1989 
"908","Airdrie Red Rocket Ranger","Airdrie Country Althea Rosea","Pluperfect Prussian"," Male", 1989 
"909","Airdrie Say Goodnight Gracie","Airdrie Evening Shade","Airdrie Northwood Archangel CGC"," Female", 2000 
"910","Airdrie Spirit Of Sharon","Airdrie Fantasia","Kennebec Scarlett's Hue ROMb"," Male", 1989 
"911","Airdrie The Highlander","Airdrie Ice Angel","Kentwood Owain"," Male", 1997 
"912","Airdrie The Littlest Angel","Airdrie Country Althea Rosea","Kennebec Ice Anchor ROMg"," Female", 1991 
"913","Airdrie Thistle And Shamrock","Airdrie Pretty in Pink","Phi-Vestavia Stork Drop"," Male", 2003 
"914","Airdrie Thistledown Toby CD","Airdrie Country Holiday","Airdrie Agwop Northwood Kodi"," Male", 1986 
"915","Airdrie Tullamore Dew CD","Airdrie Northwood So Fine","Airdrie Almost An Angel"," Male", 1993 
"916","Airdrie Wee Willie Winky","",""," Male", 1983 
"917","Airdrie's Frosted Cupcake","",""," Female", 1986 
"918","Airdrie's I'm Sassy At Baldon","Airdrie Country Holiday","Airdrie Agwop Northwood Kodi"," Female", 1986 
"919","Airdrie's My Pal Joey CD","Airdrie Evening Shade","Airdrie Northwood Nevada"," Male", 1997 
"920","Airdrie's Rockland Arrow CD","Rhydowen's Amity CD","Swansea Peterbilt"," Male", 1980 
"921","Airdrie's Tommy Boy CD NA","Northwood Airdrie Smalltalk","Joseter Joson ROMg"," Male", 1992 
"922","Airlie Denbigh Deja Vu HSAs","Ceredigion Cadi Bronwen","Cardicar Blackbird Toobee"," Female", 2001 
"923","Airlie's Chewbacca","Ceredigion Cadi Bronwen","Cardicar Blackbird Toobee"," Male", 2001 
"924","Airlie's Country Pirate","Ceredigion Cadi Bronwen","Cardicar Blackbird Toobee"," Male", 2001 
"925","Airlie's Cymru Tafe","Ceredigion Cadi Bronwen","Cardicar Blackbird Toobee"," Male", 1999 
"926","Airlie's Daring Dharma","Ceredigion Cadi Bronwen","Cardicar Blackbird Toobee"," Female", 1999 
"927","Airlie's Jesse James","Ceredigion Cadi Bronwen","Cardicar Blackbird Toobee"," Male", 2001 
"928","Airlie's Lucy In The Sky","Ceredigion Cadi Bronwen","Cardicar Blackbird Toobee"," Female", 1999 
"929","Airlie's Maggie Mae","Ceredigion Cadi Bronwen","Cardicar Blackbird Toobee"," Female", 2001 
"930","Airlie's Pot O' Gold","Ceredigion Cadi Bronwen","Cardicar Blackbird Toobee"," Male", 2001 
"931","Airlie's Simee","Ceredigion Cadi Bronwen","Cardicar Blackbird Toobee"," Female", 1999 
"932","Airlie's Tiki Boe","Ceredigion Cadi Bronwen","Cardicar Blackbird Toobee"," Female", 2001 
"933","Airyblackfile","Giorsal Gwenda","Druidwood Celticblackcamelot"," Male", 1997 
"934","Aisha Little Lady","Rusty Gaucho","Cool Breezer for Jazenta Gaucho"," Male", 2014 
"935","Aisha Magic Black &amp; Blues","Jazzqueen Cymraeg Ci","Smarties Final Fantasy"," Female", 2013 
"936","Ait Melgwlithci of Davenitch","Davenitch My Funny Valentine","Davenitch Pizzaz"," Female", 1995 
"937","Aither z Irexu","Brawos Bis Dzierlatka Lisiura","Geestland's Solo Song"," Male", 2009 
"938","Aja vom Findlingsbrunnen","Jezalin Miss Mink","Jezalin Maestro"," Female", 1979 
"939","Ajace di Poggiobellino","Yardican Ultra Unique at Poggiobellino","Aequam Celso"," Male", 2006 
"940","Ajatiaza Melody Maker For Brynlluan","Brynlluan Aderyn At Ajatiaza","Tamlin King George The First ShCM"," Female", 2014 
"941","Ajax Barn Robin","Ajax Genevive","Telteg Rebel Lad"," ", 
"942","Ajax Black Beauty","Ajax Pandora","Ajax Timothy"," Female", 
"943","Ajax Briar Rose","Ajax Lindy Lou","Alwyth Felika"," Female", 
"944","Ajax Colmac","Ajax Josephine","Telteg Rebel Lad"," Male", 
"945","Ajax Contessa","Ajax Josephine","Shirlden Brockstar"," Female", 1969 
"946","Ajax Dewin","Ajax Genevive","Leycaswa Pavo"," Male", 
"947","Ajax Genevive","Raemore Suzette","Dyfed Danny"," Female", 
"948","Ajax Jenny Lou","Sanmadra Beretta Fach","Dyfed Danny"," Female", 
"949","Ajax Jennys Gift","Ajax Jenny Lou","Telteg Rebel Lad"," Female", 
"950","Ajax Josephine","Raemore Suzette","Dyfed Danny"," Female", 
"951","Ajax Lady Llanover","Ajax Josephine","Telteg Rebel Lad"," Female", 
"952","Ajax Lady Vanessa","Ajax Genevive","Dilwel Syr Alec"," Female", 
"953","Ajax Lindy Lou","",""," Female", 
"954","Ajax Lucky Tim","Ajax Lady Llanover","Ajax Timothy"," Male", 
"955","Ajax Mitzi Lou","Deldean Tracy","Dyfed Danny"," Female", 
"956","Ajax Ninette","Raemore Suzette","Dyfed Danny"," Female", 
"957","Ajax Pandora","Raemore Princess Anne","Shirlden Brockstar"," Female", 
"958","Ajax Rachel","Ajax Genevive","Dilwel Syr Alec"," Female", 
"959","Ajax Red Ranger","Ajax Genevive","Dilwel Syr Alec"," Male", 
"960","Ajax Shirley Anne","Raemore Suzette","Westavon William Jon"," Female", 
"961","Ajax Tania","Ajax Pandora","Ajax Timothy"," Female", 
"962","Ajax Timothy","Ajax Genevive","Telteg Rebel Lad"," Male", 
"963","Ajax Tinkabelle","Sanmadra Beretta Fach","Telteg Rebel Lad"," Female", 
"964","Ajax Trudy","Ajax Josephine","Dyfed Danny"," ", 
"965","Ajax vom Findlingsbrunnen","Jezalin Miss Mink","Jezalin Maestro"," Male", 1979 
"966","Akilles","Verdidas Aberdeen","Deavitte Oakleaf"," Male", 1997 
"967","Akkarin-Jogi von Welterod","Welshclan's Dilwyn Dacey","Carddicted Earl Grey"," Male", 2014 
"968","Aktualnie Zakochany Controversia","Uchachana Uchatka Controversia","Faarup Kawasaki"," Male", 2012 
"969","Aku","Mandylay's Beauty Lola","Cardax Naylor"," Male", 1990 
"970","Alablue di Castel Martini","Beckrow Barsheba","Rozavel Blue Scene"," ", 1975 
"971","Aladdin","Russellcard's Polly","Blondie's American Express"," Male", 2011 
"972","Alan de Tichelaar Corgi","Alana from the Stone of Scone","Courtly's Brindle Lord Vaka Bangsi"," Male", 2010 
"973","ALAN Rajska Kraina (FCI)","KURKUMA z Domu Polanki (FCI)","EL DORADO Gaucho"," Male", 2017 
"974","Alana from the Stone of Scone","Indigo Girl Indira v. d. Bockm�hle","Ken zur Emsf�hre"," Female", 2008 
"975","Albatross Platinum Wings Corgiland.rs","Bora Bora Beautiful Joy of Life","Dark side of almarosa"," Male", 2017 
"976","Albinia di Poggiobellino","Yardican Ultra Unique at Poggiobellino","Aequam Celso"," Female", 2006 
"977","Albion Lucky Veles","Dakota Corlan Gi","Yardican Cardiridge Noki Niilo"," Male", 2006 
"978","Alcain's Queen Ann","Hillsborough Best Around","Springdale Top Brass"," Female", 1967 
"979","Alcarinque of Valley of Respite","Cymreiges Cirila Du Shining Sirius","Brastias Shining Sirius"," Female", 2017 
"980","Alchemilla's Soft'n Icy","Imme's Aida Alvedans","Verdidas Gillis To Immes"," Female", 2006 
"981","Ald Foxxtrot Buckaroo Banzai","Kennebec's L'll Miss Sure Shot","Rulin's Mazda"," Male", 2004 
"982","ALD's Speed Racer RN, CGC","Ula Mauna Limozeen of Ald RN","Yasashiikuma Lest We Forget"," Male", 2010 
"983","Aldergate breakfast at Tiffany’s","",""," Female", 
"984","Aldergate breakfast at tiffanys","Faerie glen cece","Aldergate-Shonleh Tuc'Son"," Female", 2002 
"985","Aldergate Cascara Of Shonleh","Shonleh Tri'd Again","Garvins Blue Moon Of Kentuck PT"," Female", 2006 
"986","Aldergate Frankie Valli","Aldergate breakfast at tiffanys","Aldergate-Shonleh Tuc'Son"," Male", 2008 
"987","Aldergate Robywn","Aldergate breakfast at tiffanys","Aldergate-Shonleh Tuc'Son"," Male", 2008 
"988","Aldergate Scooter","Aldergate breakfast at tiffanys","Aldergate-Shonleh Tuc'Son"," Male", 2008 
"989","Aldergate Shonleh Bullet Ridge","Shonleh Tri'd Again","Garvins Blue Moon Of Kentuck PT"," Male", 2005 
"990","Aldergate Snow Leopard","Aldergate breakfast at tiffanys","CH Kalliope Shonleh Of Aldergate"," Female", 
"991","Aldergate-Shonleh Tuc'Son","Shonleh Tri'd Again","Garvins Blue Moon Of Kentuck PT"," Male", 2004 
"992","Aldershon Best Boy of Laurelai","Shonleh Russian Roulette","Hope On Encore"," Male", 2015 
"993","Aldershon Best Boy of Laurelai","",""," ", 
"994","Aldershon Black Curry","",""," Male", 
"995","Aldershon Black Russian","Faerie glen cece","Aldergate-Shonleh Tuc'Son"," Male", 2008 
"996","Aldershon Enough Said","Aldershon Truant","Shonleh Enough Already"," Female", 
"997","Aldershon Snow Lynx","Aldershon Total Eclipse of the Moon","Coedwig's Malachite RN HXAds STDc HTADIIIds OTDc ATDds HTDI-D,S VC ROMG"," Female", 
"998","Aldershon Total Eclipse of the Moon","Shonleh Blue Dawn Rhian","Aldershon Black Curry"," Female", 2012 
"999","Aldershon Truant","Wolfrun auntimame at aldergate","Mantle Aurigan Rule Breaker"," Female", 
"1000","Aldo aus dem Feenring","Audrey from the Stone of Scone","Gowerston Graduate"," Male", 2012 
"1001","Aldo di Rocky","Uszaki Lets Dance","Coedwig's Malachite RN HXAds STDc HTADIIIds OTDc ATDds HTDI-D,S VC ROMG"," Male", 2018 
"1002","Aldonza el Corgi Amoroso","April de Tichelaar corgi","Verdidas Gillis To Immes"," Female", 2012 
"1003","Aldur of Valley of Respite","Cymreiges Cirila Du Shining Sirius","Brastias Shining Sirius"," Male", 2017 
"1004","Alegria El Corgi Amoroso","April de Tichelaar corgi","Verdidas Gillis To Immes"," Female", 2012 
"1005","Aleksanteri","Imago's One Pretty Finn","Imago's Xmas Party"," Male", 2010 
"1006","Alekto","Hashfan Parvoline Plaz","Greg's Boy of Robgwen"," Male", 1986 
"1007","Alenka aus dem Feenring","Audrey from the Stone of Scone","Gowerston Graduate"," Female", 2012 
"1008","Alert Annie from The Small Hill Rebels","Bonnie from the Stone of Scone","Blåtirans Gandalf The Gray"," Female", 2013 
"1009","Alex Od Modr�ho Joh�nka","Born To Be Happy In Czech Republic Gaucho","Andre Corlan Gi"," Male", 2009 
"1010","Alexander","Claudia Cardi","Sirax Copperfield"," Male", 1979 
"1011","Alexander aus der Schneiderstube","Badagri Heat of the Moment","Brawos Bis Dudus"," Male", 2011 
"1012","Alexander Selkirk's Winston","Su-Ets Aelwyd Seren Lwcus","Finnshavn's Alexander Selkirk"," Male", 1991 
"1013","Alexander The Great Redwood","Blazek's Selective Design","Blazek's Sinbad Prince Of Thief"," Male", 2000 
"1014","Alexandra Doll Baby Of Bevlyn's","Gwendolen Rhian","Davenitch Garwyn"," Female", 2000 
"1015","Alexandra Shiraz Davenitch","Davenitch Lorien Lottie","Annwyn Davenitch Magic"," Female", 1997 
"1016","Alexandro El Corgi Amoroso","April de Tichelaar corgi","Verdidas Gillis To Immes"," Male", 2012 
"1017","Alexis","Hashfan Parvoline Plaz","Greg's Boy of Robgwen"," Female", 1986 
"1018","Alexis Royal Rebbels","Dressy Belle Blue Gaucho","Big-Wood's My Whomper"," Female", 2010 
"1019","Alexsander","Tarex Catchy","Hashfan Garcon"," Male", 1996 
"1020","Alfa Beta","Isadora Corlan Gi","Chardonnay Corlan Gi"," Female", 
"1021","Alfie the Sun of Jamica","Rusty Gaucho","Cool Breezer for Jazenta Gaucho"," Male", 2014 
"1022","Alfonzo Trueblue-Fine Creek","Springshire Patch O'Blue","Rhydowen Chippendale ROMb"," Male", 1995 
"1023","Alfred volshebnik","Dafné Gyvates Asara","Brynlluan The Sorcerer"," Male", 2018 
"1024","Ali","Mandylay's Beauty Lola","Cardax Naylor"," Male", 1990 
"1025","Ali aus Cingkalard","Ellis aus Cingkalard","Beckrow Best of All"," Male", 1985 
"1026","Alian Barbe Torte Shining Sirius","Fest Delicja","Damian Corlan Gi"," Male", 2010 
"1027","Alice aus Cingkalard","Ellis aus Cingkalard","Beckrow Best of All"," Female", 1985 
"1028","Alice di Castel Martini","Beckrow Barsheba","Rozavel Blue Scene"," ", 1975 
"1029","Alice In Wonderland","Imme's Faisty Filly","Imme's Impressive Blue"," Female", 2013 
"1030","ALICE Rajska Kraina (FCI)","KURKUMA z Domu Polanki (FCI)","EL DORADO Gaucho"," Female", 2017 
"1031","Alice-Rozavel zur Coerm�hle","Amiable Schira of the Royal Dog","Rowbarge Delaney"," Female", 1974 
"1032","Aliciablacksoul","Giorsal Gwenda","Druidwood Celticblackcamelot"," ", 1997 
"1033","Alins vom Forster Nei�eland","Fest Gina Prima Aprilis","Johann vom B�kerhook"," Female", 2009 
"1034","Alisanos Shining Sirius","Fest Delicja","Damian Corlan Gi"," Male", 2010 
"1035","Alison Tailorscardi","Beautiful Dream Kasmir Moravia","Hashfan Villfred"," Female", 2017 
"1036","Alistair Arrowhead Kiss &amp; Corgi","Rusty Gaucho","Cool Breezer for Jazenta Gaucho"," Male", 2014 
"1037","Aliz�e Khedira von Welterod","Welshclan's Dilwyn Dacey","Carddicted Earl Grey"," Female", 2014 
"1038","Aljoscha aus dem Feenring","Audrey from the Stone of Scone","Gowerston Graduate"," Male", 2012 
"1039","Alki aus der Schwebebahnstadt","Daisy zur Haskenau","Beckrow Best of All"," Male", 1985 
"1040","All tomorrow's parties from The Small Hill Rebels","Bonnie from the Stone of Scone","Blåtirans Gandalf The Gray"," Female", 2013 
"1041","All Trade A Love Story","Yardican Glorious","Golddigger Cymraeg Ci"," Female", 2009 
"1042","All Trade After Eight","Yardican Glorious","Golddigger Cymraeg Ci"," Male", 2009 
"1043","All Trade Albin","Yardican Glorious","Golddigger Cymraeg Ci"," Male", 2009 
"1044","All Trade Amaretto","Yardican Glorious","Golddigger Cymraeg Ci"," Female", 2009 
"1045","All Trade Armani","Yardican Glorious","Golddigger Cymraeg Ci"," Male", 2009 
"1046","All Trade Around Midnight","Yardican Glorious","Golddigger Cymraeg Ci"," Female", 2009 
"1047","All Trade Asking For Trouble","Yardican Glorious","Golddigger Cymraeg Ci"," Female", 2009 
"1048","All Trade Badger","Nickname's Divine To Cardax","Yardican Lwc"," Male", 1998 
"1049","All Trade Beetlejuice","Nickname's Divine To Cardax","Yardican Lwc"," Male", 1998 
"1050","All Trade Belfrida","Nickname's Divine To Cardax","Yardican Lwc"," Female", 1998 
"1051","All Trade Beowulf","Nickname's Divine To Cardax","Yardican Lwc"," Male", 1998 
"1052","All Trade Betty Blue","Nickname's Divine To Cardax","Yardican Lwc"," Female", 1998 
"1053","All Trade Brown Sugar","Nickname's Divine To Cardax","Yardican Lwc"," Female", 1998 
"1054","All Trade Buckwheat","Nickname's Divine To Cardax","Yardican Lwc"," Male", 1998 
"1055","All Trade Cactus","Nickname's Daughter to Cardax","Corben Tri For The Top"," Female", 1999 
"1056","All Trade Caspar","Nickname's Daughter to Cardax","Corben Tri For The Top"," Male", 1999 
"1057","All Trade Centerfold","All Trade Stars and Stripes","Yardican Black Knight"," Female", 2010 
"1058","All Trade Chorizo","Nickname's Daughter to Cardax","Corben Tri For The Top"," Female", 1999 
"1059","All Trade Chutzpa","Nickname's Daughter to Cardax","Corben Tri For The Top"," Female", 1999 
"1060","All Trade Cocktails for Mum","All Trade Stars and Stripes","Yardican Black Knight"," Female", 2010 
"1061","All Trade Cover Girl","All Trade Stars and Stripes","Yardican Black Knight"," Female", 2010 
"1062","All Trade Crimson Delight","All Trade Stars and Stripes","Yardican Black Knight"," Female", 2010 
"1063","All Trade Cupcake","All Trade Stars and Stripes","Yardican Black Knight"," Female", 2010 
"1064","All Trade Daffodil","Yardican Llawen","Yardican Rescator"," Female", 1999 
"1065","All Trade Daredevil","Yardican Llawen","Yardican Rescator"," Male", 1999 
"1066","All Trade Darling","All Trade So What","Yardican Black Knight"," Female", 2010 
"1067","All Trade Delight","Yardican Llawen","Yardican Rescator"," Female", 1999 
"1068","All Trade Digger","Yardican Llawen","Yardican Rescator"," Male", 1999 
"1069","All Trade Dr Love","All Trade So What","Yardican Black Knight"," Male", 2010 
"1070","All Trade Dr Who","All Trade So What","Yardican Black Knight"," Male", 2010 
"1071","All Trade Dramaqueen","Yardican Llawen","Yardican Rescator"," Female", 1999 
"1072","All Trade Dream On","All Trade So What","Yardican Black Knight"," Female", 2010 
"1073","All Trade Dumbledore","All Trade So What","Yardican Black Knight"," Male", 2010 
"1074","All Trade Eastern Wind","All Trade Up To No Good","Twinroc Santa Paws PT ROMg"," Male", 2010 
"1075","All Trade Easy Listening","All Trade Up To No Good","Twinroc Santa Paws PT ROMg"," Female", 2010 
"1076","All Trade Easy Money","All Trade Up To No Good","Twinroc Santa Paws PT ROMg"," Male", 2010 
"1077","All Trade Easy On The Eyes","All Trade Up To No Good","Twinroc Santa Paws PT ROMg"," Female", 2010 
"1078","All Trade Easy Rider","All Trade Up To No Good","Twinroc Santa Paws PT ROMg"," Male", 2011 
"1079","All Trade Effervescence","Cardborren's Avena","Deavitte Oakleaf"," Female", 2000 
"1080","All Trade Egyptian Revolution","All Trade Up To No Good","Twinroc Santa Paws PT ROMg"," Female", 2010 
"1081","All Trade Electra","Cardborren's Avena","Deavitte Oakleaf"," Female", 2000 
"1082","All Trade Elmo","Cardborren's Avena","Deavitte Oakleaf"," Male", 2000 
"1083","All Trade Elvira","Cardborren's Avena","Deavitte Oakleaf"," Female", 2000 
"1084","All Trade Euphoria","Cardborren's Avena","Deavitte Oakleaf"," Female", 2000 
"1085","All Trade Fahrenheit","All Trade Euphoria","Yardican US Navigator"," Male", 2002 
"1086","All Trade Fallen Angel","All Trade Euphoria","Yardican US Navigator"," Male", 2002 
"1087","All Trade Farmers Choice","All Trade Undeniable","Yardican Black Knight"," Male", 2011 
"1088","All Trade Fast Track","All Trade Undeniable","Yardican Black Knight"," Male", 2011 
"1089","All Trade Fernbriar X Rated","All Trade Kama Sutra","Yardican Roland NAC NJC TG-O TN-O ROMb"," Female", 2009 
"1090","All Trade Fernbriar Xceed Expectation","All Trade Kama Sutra","Yardican Roland NAC NJC TG-O TN-O ROMb"," Female", 2009 
"1091","All Trade Fernbriar Xceeds Par","All Trade Kama Sutra","Yardican Roland NAC NJC TG-O TN-O ROMb"," Male", 2009 
"1092","All Trade Fernbriar Xciting Bad Boy","All Trade Kama Sutra","Yardican Roland NAC NJC TG-O TN-O ROMb"," Male", 2009 
"1093","All Trade Fernbriar Xtroverted Girl","All Trade Kama Sutra","Yardican Roland NAC NJC TG-O TN-O ROMb"," Female", 2009 
"1094","All Trade Fire Engine","All Trade Euphoria","Yardican US Navigator"," Male", 2002 
